formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C22H42O5	[M + H]+	C22H43O5+	Fatty acids	0.985	Fatty esters	0.966	Wax diesters	0.959	Lipids and lipid-like molecules	0.971	Fatty Acyls	0.984	Fatty alcohol esters	0.625			Fatty alcohol esters	0.625	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Fatty alcohol esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	387.310	1059	17.657	857328652290163149	857316099878319023	857316099878319022	23573	
1	C22H40O	[M + H3N + H]+	C22H44NO+	Fatty acids	0.998	Fatty acyls	0.992	Fatty aldehydes	0.485	Lipids and lipid-like molecules	0.520	Fatty Acyls	0.578	Fatty aldehydes	0.797			Fatty aldehydes	0.797	Organic compounds; Lipids and lipid-like molecules; Ketones; Aldehydes; Fatty aldehydes; Organooxygen compounds; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	338.342	1062	17.693	857328649295430090	857316099932844979	857316099932844978	23594	
2	C22H37N3O4	[M + H]+	C22H38N3O4+	Amino acids and Peptides	0.944	Small peptides	0.370	Dipeptides	0.029	Organic acids and derivatives	0.986	Carboxylic acids and derivatives	0.963	Amino acids, peptides, and analogues	0.571	Amino acids and derivatives	0.558	Amino acids and derivatives	0.558	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	408.282	1065	17.752	857328696082891237	857316099983176631	857316099983176630	23694	
1	C24H38O5	[M + H]+	C24H39O5+	Polyketides	0.319	Sesquiterpenoids	0.087	Simple phenolic acids	0.064	Benzenoids	0.998	Benzene and substituted derivatives	0.990	Benzoic acids and derivatives	0.995	Benzoic acid esters	0.983	Benzoic acid esters	0.983	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	407.279	1065	17.753	857328666907312599	857316100033508283	857316100033508282	23706	
1	C10H30O5Si5	[M + H]+	C10H31O5Si5+	Fatty acids	0.375	Monoterpenoids	0.119	Halogenated fatty acids	0.070	Organic salts	0.702	Organic metal salts	0.633	Organic metalloid salts	0.633			Organic metalloid salts	0.633	Organic compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	371.101	1077	17.947	857328720367912448	857316100088034239	857316100088034238	23964	
1	C12H38O7Si6	[M - H2O + H]+	C12H37O6Si6+	Fatty acids	0.860	Fatty acyls	0.503	Halogenated fatty acids	0.042	Organometallic compounds	0.875	Organometalloid compounds	0.875	Organoarsenic compounds	0.793	Pentavalent organic arsenic compounds	0.834	Pentaorganoarsanes	0.834	Organic compounds; Organoarsenic compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic oxides; Arsine oxides; Organic metalloid salts; Organic metal salts; Pentavalent organic arsenic compounds; Hydrocarbon derivatives; Pentaorganoarsanes; Oxygen-containing organoarsenic compounds; Organic oxygen compounds; Alkylarsine oxides; Chemical entities	445.120	1077	17.948	857328798277109261	857316100150948803	857316100150948802	24018	
1	C8H24O4Si4	[M + H]+	C8H25O4Si4+	Fatty acids	0.704	Fatty acyls	0.188	Halogenated fatty acids	0.328	Organometallic compounds	0.838	Organometalloid compounds	0.838					Organometalloid compounds	0.838	Organic compounds; Organometallic compounds; Organometalloid compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	297.082	1077	17.949	857328911884029685	857316100218057671	857316100213863366	24026	
10	C23H33N5O2S3	[M + H]+	C23H34N5O2S3+	Amino acids and Peptides	0.503	Oligopeptides	0.859	Cyclamides	0.417	Organosulfur compounds	0.809	Thioethers	0.743	Aryl thioethers	0.622	Alkylarylthioethers	0.610	Alkylarylthioethers	0.610	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	508.188	1077	17.949	857328893634612155	857316100280972235	857316100280972234	24023	
3	C21H26N4O2S3	[M + H]+	C21H27N4O2S3+	Amino acids and Peptides	0.921	Oligopeptides	0.922	Cyclamides	0.410	Organosulfur compounds	0.817	Thioethers	0.546	Aryl thioethers	0.538			Aryl thioethers	0.538	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Secondary carboxylic acid amides; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	463.131	1077	17.950	857328898156071882	857316100356469711	857316100352275406	24019	
1	C6H18O3Si3	[M + H]+	C6H19O3Si3+	Fatty acids	0.400	Monoterpenoids	0.201	Halogenated fatty acids	0.066	Organometallic compounds	0.764	Organometalloid compounds	0.764					Organometalloid compounds	0.764	Organic compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	223.064	1077	17.953	857328884012878030	857316100452938711	857316100452938710	24048	
4	C6H15NO2Si2	[M + H]+	C6H16NO2Si2+	Alkaloids	0.650	Monoterpenoids	0.088	Halogenated fatty acids	0.024	Organometallic compounds	0.661	Organometalloid compounds	0.661					Organometalloid compounds	0.661	Organic compounds; Organonitrogen compounds; Organometallic compounds; Organometalloid compounds; Organic salts; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	190.071	1077	17.953	857328903436700852	857316100503270363	857316100503270362	24030	
1	C19H40O4	[M + H]+	C19H41O4+	Fatty acids	1.000	Glycerolipids	0.983	Monoacylglycerols	0.851	Lipids and lipid-like molecules	0.741	Glycerolipids	0.815	Glycerol ethers	0.588			Glycerol ethers	0.588	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Glycerol ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	333.300	1088	18.126	857328903910657211	857316100595545059	857316100595545058	24311	
1	C20H42OSi	[M + H]+	C20H43OSi+	Fatty acids	0.855	Fatty acyls	0.730	Fatty alcohols	0.540	Lipids and lipid-like molecules	0.533							Lipids and lipid-like molecules	0.533	Organic compounds; Lipids and lipid-like molecules; Organooxygen compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	327.308	1089	18.154	857328899259173842	857316100650071015	857316100650071014	24382	
2	C22H25N5O3	[M + K]+	C22H25KN5O3+	Alkaloids	0.414	Small peptides	0.055	Benzodiazepine alkaloids	0.027	Benzenoids	0.982	Benzene and substituted derivatives	0.675					Benzene and substituted derivatives	0.675	Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	446.162	1090	18.169	857329012274708519	857316100700402667	857316100696208362	24431	
1	C24H38O5	[M + H]+	C24H39O5+	Polyketides	0.215	Sesquiterpenoids	0.132	Simple phenolic acids	0.051	Benzenoids	0.996	Benzene and substituted derivatives	0.984	Benzoic acids and derivatives	0.993	Benzoic acid esters	0.977	Benzoic acid esters	0.977	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	407.279	1093	18.219	857328897933773758	857316100746540015	857316100742345710	24494	
1	C26H45NO5	[M + H]+	C26H46NO5+	Fatty acids	0.305	Small peptides	0.018	Tripeptides	0.008	Organic acids and derivatives	0.933	Carboxylic acids and derivatives	0.931	Amino acids, peptides, and analogues	0.577	Amino acids and derivatives	0.572	Amino acids and derivatives	0.572	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	452.337	1093	18.222	857328903159876775	857316100792677363	857316100792677362	24490	
2	C8H6O4	[M - H2O + H]+	C8H5O3+	Shikimates and Phenylpropanoids	0.992	Phenolic acids (C6-C1)	0.998	Simple phenolic acids	0.996	Benzenoids	0.993	Benzene and substituted derivatives	0.940	Benzoic acids and derivatives	0.935	Hydroxybenzoic acid derivatives	0.605	Hydroxybenzoic acid derivatives	0.605	Organic compounds; Phenols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Carboxylic acids; Hydroxybenzoic acid derivatives; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	149.023	1094	18.239	857328908071406793	857316100843009015	857316100838814710	24525	
3	C24H45NO5	[M + Na]+	C24H45NNaO5+	Fatty acids	0.967	Fatty amides	0.547	N-acyl amines	0.251	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.985	Amino acids, peptides, and analogues	0.577	Amino acids and derivatives	0.573	Alpha amino acids and derivatives	0.534	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acid esters; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	450.321	1095	18.254	857328913884712715	857316100889146363	857316100889146362	24544	
1	C24H36O5	[M + H]+	C24H37O5+	Terpenoids	0.702	Sesquiterpenoids	0.327	Open-chain polyketides	0.017	Benzenoids	0.873	Benzene and substituted derivatives	0.766	Benzoic acids and derivatives	0.742	Benzoic acid esters	0.580	Benzoic acid esters	0.580	Organic compounds; Lipids and lipid-like molecules; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	405.263	1095	18.254	857328918636859165	857316100939478015	857316100939478014	24542	
1	C24H36O5	[M + H3N + H]+	C24H40NO5+	Polyketides	0.434	Sesquiterpenoids	0.177	Cholane steroids	0.012	Benzenoids	0.941	Benzene and substituted derivatives	0.767	Benzoic acids and derivatives	0.830	Benzoic acid esters	0.699	Benzoic acid esters	0.699	Organic compounds; Lipids and lipid-like molecules; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	422.290	1096	18.259	857328915017174803	857316100985615363	857316100985615362	24554	
1	C21H30ClN3O3	[M + K]+	C21H30ClKN3O3+	Amino acids and Peptides	0.370	Oligopeptides	0.260	Carboline alkaloids	0.057	Organic acids and derivatives	0.944	Carboxylic acids and derivatives	0.926	Amino acids, peptides, and analogues	0.755	Amino acids and derivatives	0.753	Amino acids and derivatives	0.753	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Aryl chlorides; Carboxylic acid derivatives; Organochlorides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Aryl halides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	446.162	1098	18.294	857328913867935487	857316101031752711	857316101031752710	24627	
1	C22H45NO2	[M + H]+	C22H46NO2+	Fatty acids	1.000	Fatty amides	0.999	N-acyl ethanolamines (endocannabinoids)	0.958	Lipids and lipid-like molecules	0.829	Fatty Acyls	0.865	Fatty amides	0.791			Fatty amides	0.791	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.352	1100	18.332	857328905311554757	857316101073695755	857316101073695754	24643	
2	C22H49N5O	[M + Na]+	C22H49N5NaO+	Alkaloids	0.244	Histidine alkaloids	0.128	Imidazole alkaloids	0.129	Organoheterocyclic compounds	0.660	Azoles	0.633					Azoles	0.633	Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid derivatives; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	422.384	1105	18.410	857328924768931744	857316101115638799	857316101115638798	24750	
1	C19H39NO2S	[M + H]+	C19H40NO2S+	Fatty acids	0.924	Fatty amides	0.612	Primary amides	0.205	Organic acids and derivatives	0.902	Carboxylic acids and derivatives	0.749					Carboxylic acids and derivatives	0.749	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	346.277	1108	18.459	857329011171606555	857316101153387539	857316101153387538	24823	
1	C22H45NO2	[M + H]+	C22H46NO2+	Fatty acids	1.000	Fatty amides	0.999	N-acyl ethanolamines (endocannabinoids)	0.924	Lipids and lipid-like molecules	0.780	Fatty Acyls	0.815	Fatty amides	0.752	N-acyl amines	0.541	N-acyl amines	0.541	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	356.352	1108	18.462	857329100187320546	857316101195330583	857316101195330582	24829	
2	C16H33NO	[M + C2H3N + H]+	C18H37N2O+	Fatty acids	0.998	Fatty amides	0.998	Primary amides	0.998	Lipids and lipid-like molecules	0.792	Fatty Acyls	0.802	Fatty amides	0.821			Fatty amides	0.821	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	297.290	1109	18.482	857329129086075111	857316101233079323	857316101233079322	24856	
1	C26H45NO5	[M + H]+	C26H46NO5+	Alkaloids	0.142	Anthranilic acid alkaloids	0.026	Anthranillic acid derivatives	0.009	Organic acids and derivatives	0.986	Carboxylic acids and derivatives	0.985	Amino acids, peptides, and analogues	0.749	Amino acids and derivatives	0.747	Amino acids and derivatives	0.747	Organic compounds; Amino acids, peptides, and analogues; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	452.337	1111	18.512	857329364399114447	857316101270828063	857316101270828062	24876	
2	C16H32O3	[M - H2O + H]+	C16H31O2+	Fatty acids	1.000	Fatty Acids and Conjugates	0.927	Hydroxy fatty acids	0.996	Lipids and lipid-like molecules	0.995	Fatty Acyls	0.995	Fatty acids and conjugates	0.934	Long-chain fatty acids	0.722	Long-chain fatty acids	0.722	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	255.232	1111	18.513	857329364973734106	857316101308576803	857316101308576802	24888	
3	C26H22N2O3	[M + H]+	C26H23N2O3+	Alkaloids	0.510	Tryptophan alkaloids	0.121	Carbazole alkaloids	0.072	Benzenoids	0.999	Benzene and substituted derivatives	0.983	Cumenes	0.661			Cumenes	0.661	Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Cumenes; Carboxylic acid amides; Carboxylic acid derivatives; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Phenylpropanes; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	411.172	1111	18.520	857329421747837032	857316101346325543	857316101346325542	24906	
1	C28H35NO2	[M + K]+	C28H35KNO2+	Alkaloids	0.320	Flavonoids	0.097	Chalcones	0.059	Benzenoids	0.989	Benzene and substituted derivatives	0.875	Diphenylmethanes	0.785			Diphenylmethanes	0.785	Organic compounds; Phenols; Organonitrogen compounds; Organooxygen compounds; Diphenylmethanes; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	456.230	1111	18.522	857329406782560034	857316101384074283	857316101384074282	24912	
1	C24H38O5	[M + H]+	C24H39O5+	Polyketides	0.274	Sesquiterpenoids	0.088	Simple phenolic acids	0.053	Benzenoids	0.997	Benzene and substituted derivatives	0.989	Benzoic acids and derivatives	0.993	Benzoic acid esters	0.976	Benzoic acid esters	0.976	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	407.279	1117	18.623	857329392291236562	857316101463766067	857316101463766066	25055	
2	C21H40N2O3	[M + K]+	C21H40KN2O3+	Amino acids and Peptides	0.714	Small peptides	0.769	Dipeptides	0.283	Organic acids and derivatives	0.992	Carboxylic acids and derivatives	0.985	Amino acids, peptides, and analogues	0.939	Amino acids and derivatives	0.936	N-acyl-alpha amino acids and derivatives	0.638	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	407.269	1117	18.624	857329394631658214	857316101501514807	857316101501514806	25052	
1	C24H38O5	[M - H2O + H]+	C24H37O4+	Terpenoids	0.521	Sesquiterpenoids	0.188	Simple phenolic acids	0.022	Benzenoids	0.990	Benzene and substituted derivatives	0.959	Benzoic acids and derivatives	0.982	Benzoic acid esters	0.947	Benzoic acid esters	0.947	Organic compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	389.269	1118	18.628	857329395063671536	857316101539263547	857316101539263546	25064	
1	C26H45NO5	[M + H]+	C26H46NO5+	Alkaloids	0.142	Small peptides	0.042	Aminoacids	0.014	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.768	Amino acids and derivatives	0.766	Alpha amino acids and derivatives	0.515	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	452.337	1118	18.631	857329406476375304	857316101581206591	857316101581206590	25065	
1	C20H43NOS	[M + K]+	C20H43KNOS+	Fatty acids	0.917	Fatty acyls	0.133	Sphingoid bases	0.366	Organic nitrogen compounds	0.888	Organonitrogen compounds	0.840					Organonitrogen compounds	0.840	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	384.270	1119	18.656	857329406421849341	857316101623149635	857316101623149634	25083	
1	C16H35O3PS	[M + H]+	C16H36O3PS+	Fatty acids	0.249	Monoterpenoids	0.077	Glycerophosphates	0.007	Organic acids and derivatives	0.962	Organic dithiophosphoric acids and derivatives	0.870	Dithiophosphate O-esters	0.863	Phosphorodithioic acid O,O-diesters	0.762	Phosphorodithioic acid O,O-diesters	0.762	Organic compounds; Organic acids and derivatives; Organooxygen compounds; Organic thiophosphoric acids and derivatives; Thiophosphoric acid esters; Organic dithiophosphoric acids and derivatives; Hydrocarbon derivatives; Dithiophosphate O-esters; Organic oxygen compounds; Phosphorodithioic acid O,O-diesters; Chemical entities	339.212	1119	18.658	857329424356694128	857316101660898375	857316101656704070	25093	
2	C19H36O4	[M - H2O + H]+	C19H35O3+	Fatty acids	1.000	Fatty acyls	0.977	Fatty alcohols	0.995	Lipids and lipid-like molecules	0.993	Fatty Acyls	0.982	Fatty alcohols	0.912	Long-chain fatty alcohols	0.942	Long-chain fatty alcohols	0.942	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Fatty alcohol esters; Carbonyl compounds; Polyols; 1,2-diols; Long-chain fatty alcohols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	311.258	1120	18.662	857329457323925908	857316101698647115	857316101694452810	25105	
1	C24H46O7	[M + H3N + H]+	C24H50NO7+	Fatty acids	0.945	Fatty esters	0.703	Wax diesters	0.508	Lipids and lipid-like molecules	0.865	Fatty Acyls	0.873	Fatty acid esters	0.868			Fatty acid esters	0.868	Organic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	464.358	1120	18.669	857329443772128993	857316101774144595	857316101774144594	25104	
1	C17H35NO	[M + H]+	C17H36NO+	Fatty acids	0.915	Fatty amides	0.710	Primary amides	0.160	Organic oxygen compounds	0.994	Organooxygen compounds	0.860	Carbonyl compounds	0.649			Carbonyl compounds	0.649	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	270.279	1122	18.694	857329432057436602	857316101816087639	857316101816087638	25150	
